Dataset ID,Quantum State,Method,Expected Fidelity,Observed Fidelity,Expected Error,Observed Error,CI Lower Bound,CI Upper Bound
QST Dataset3,State 4,Variational Quantum Eigensolver,0.935,0.881,0.089,0.291,0.918,0.963
QST Dataset3,State 5,Quantum Neural Networks,0.749,0.724,0.053,0.279,0.832,0.762
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.805,0.849,0.289,0.125,0.906,0.957
QST Dataset3,State 2,Shadow Tomography,0.72,0.87,0.167,0.061,0.819,0.821
QST Dataset3,State 3,Bayesian Inference,0.884,0.883,0.156,0.192,0.763,0.845
QST Dataset3,State 4,Maximum Likelihood,0.798,0.72,0.176,0.261,0.925,0.786
QST Dataset3,State 5,Variational Quantum Eigensolver,0.894,0.884,0.121,0.196,0.847,0.944
QST Dataset3,State 1,Quantum Neural Networks,0.808,0.888,0.233,0.256,0.804,0.958
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.87,0.824,0.109,0.113,0.675,0.868
QST Dataset3,State 3,Shadow Tomography,0.928,0.799,0.26,0.077,0.884,0.795
QST Dataset3,State 4,Bayesian Inference,0.766,0.826,0.099,0.232,0.831,0.915
QST Dataset3,State 5,Maximum Likelihood,0.927,0.938,0.09,0.107,0.677,0.957
QST Dataset3,State 1,Variational Quantum Eigensolver,0.803,0.722,0.243,0.139,0.81,0.96
QST Dataset3,State 2,Quantum Neural Networks,0.92,0.829,0.228,0.105,0.877,0.774
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.758,0.787,0.098,0.104,0.899,0.84
QST Dataset3,State 4,Shadow Tomography,0.776,0.917,0.245,0.084,0.761,0.838
QST Dataset3,State 5,Bayesian Inference,0.808,0.831,0.072,0.296,0.799,0.847
QST Dataset3,State 1,Maximum Likelihood,0.806,0.75,0.072,0.16,0.719,0.882
QST Dataset3,State 2,Variational Quantum Eigensolver,0.804,0.743,0.234,0.182,0.844,0.773
QST Dataset3,State 3,Quantum Neural Networks,0.7,0.77,0.236,0.299,0.723,0.857
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.833,0.786,0.218,0.184,0.866,0.772
QST Dataset3,State 5,Shadow Tomography,0.867,0.705,0.053,0.273,0.85,0.928
QST Dataset3,State 1,Bayesian Inference,0.938,0.701,0.23,0.088,0.913,0.797
QST Dataset3,State 2,Maximum Likelihood,0.867,0.786,0.195,0.281,0.832,0.945
QST Dataset3,State 3,Variational Quantum Eigensolver,0.913,0.871,0.3,0.211,0.909,0.896
QST Dataset3,State 4,Quantum Neural Networks,0.924,0.779,0.293,0.296,0.673,0.781
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.853,0.896,0.074,0.25,0.748,0.955
QST Dataset3,State 1,Shadow Tomography,0.705,0.895,0.053,0.055,0.791,0.929
QST Dataset3,State 2,Bayesian Inference,0.931,0.854,0.19,0.283,0.756,0.968
QST Dataset3,State 3,Maximum Likelihood,0.898,0.945,0.177,0.225,0.789,0.828
QST Dataset3,State 4,Variational Quantum Eigensolver,0.779,0.708,0.277,0.246,0.796,0.8
QST Dataset3,State 5,Quantum Neural Networks,0.94,0.939,0.186,0.214,0.762,0.809
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.754,0.923,0.173,0.203,0.698,0.768
QST Dataset3,State 2,Shadow Tomography,0.753,0.9,0.274,0.246,0.77,0.88
QST Dataset3,State 3,Bayesian Inference,0.794,0.71,0.111,0.24,0.72,0.816
QST Dataset3,State 4,Maximum Likelihood,0.712,0.944,0.11,0.169,0.778,0.792
QST Dataset3,State 5,Variational Quantum Eigensolver,0.75,0.834,0.056,0.105,0.757,0.97
QST Dataset3,State 1,Quantum Neural Networks,0.867,0.834,0.203,0.295,0.807,0.956
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.713,0.776,0.203,0.247,0.874,0.942
QST Dataset3,State 3,Shadow Tomography,0.755,0.905,0.226,0.108,0.78,0.894
QST Dataset3,State 4,Bayesian Inference,0.758,0.832,0.225,0.153,0.812,0.838
QST Dataset3,State 5,Maximum Likelihood,0.874,0.743,0.082,0.292,0.657,0.927
QST Dataset3,State 1,Variational Quantum Eigensolver,0.93,0.727,0.12,0.076,0.838,0.805
QST Dataset3,State 2,Quantum Neural Networks,0.798,0.931,0.287,0.195,0.781,0.753
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.848,0.702,0.157,0.102,0.806,0.832
QST Dataset3,State 4,Shadow Tomography,0.703,0.83,0.063,0.167,0.871,0.831
QST Dataset3,State 5,Bayesian Inference,0.935,0.862,0.129,0.114,0.702,0.781
QST Dataset3,State 1,Maximum Likelihood,0.792,0.75,0.234,0.067,0.865,0.96
QST Dataset3,State 2,Variational Quantum Eigensolver,0.725,0.785,0.106,0.128,0.697,0.819
QST Dataset3,State 3,Quantum Neural Networks,0.731,0.935,0.255,0.274,0.909,0.903
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.816,0.807,0.289,0.052,0.925,0.943
QST Dataset3,State 5,Shadow Tomography,0.854,0.912,0.109,0.278,0.706,0.945
QST Dataset3,State 1,Bayesian Inference,0.937,0.72,0.161,0.223,0.853,0.806
QST Dataset3,State 2,Maximum Likelihood,0.816,0.895,0.263,0.221,0.733,0.9
QST Dataset3,State 3,Variational Quantum Eigensolver,0.95,0.884,0.235,0.25,0.794,0.814
QST Dataset3,State 4,Quantum Neural Networks,0.942,0.905,0.121,0.093,0.681,0.866
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.936,0.831,0.25,0.222,0.669,0.833
QST Dataset3,State 1,Shadow Tomography,0.818,0.867,0.251,0.295,0.774,0.964
QST Dataset3,State 2,Bayesian Inference,0.757,0.838,0.214,0.207,0.898,0.846
QST Dataset3,State 3,Maximum Likelihood,0.744,0.939,0.214,0.271,0.905,0.75
QST Dataset3,State 4,Variational Quantum Eigensolver,0.786,0.916,0.142,0.157,0.68,0.781
QST Dataset3,State 5,Quantum Neural Networks,0.76,0.917,0.143,0.171,0.733,0.773
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.74,0.834,0.278,0.189,0.731,0.867
QST Dataset3,State 2,Shadow Tomography,0.913,0.78,0.194,0.106,0.93,0.888
QST Dataset3,State 3,Bayesian Inference,0.92,0.905,0.209,0.181,0.718,0.816
QST Dataset3,State 4,Maximum Likelihood,0.793,0.767,0.224,0.19,0.732,0.94
QST Dataset3,State 5,Variational Quantum Eigensolver,0.876,0.823,0.288,0.262,0.823,0.864
QST Dataset3,State 1,Quantum Neural Networks,0.717,0.946,0.05,0.261,0.893,0.811
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.816,0.705,0.249,0.216,0.855,0.845
QST Dataset3,State 3,Shadow Tomography,0.827,0.94,0.199,0.159,0.757,0.918
QST Dataset3,State 4,Bayesian Inference,0.725,0.81,0.233,0.097,0.682,0.807
QST Dataset3,State 5,Maximum Likelihood,0.753,0.802,0.091,0.171,0.923,0.919
QST Dataset3,State 1,Variational Quantum Eigensolver,0.879,0.78,0.133,0.11,0.754,0.844
QST Dataset3,State 2,Quantum Neural Networks,0.894,0.936,0.274,0.159,0.922,0.77
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.841,0.921,0.116,0.211,0.76,0.759
QST Dataset3,State 4,Shadow Tomography,0.933,0.819,0.276,0.221,0.719,0.79
QST Dataset3,State 5,Bayesian Inference,0.897,0.76,0.294,0.209,0.692,0.801
QST Dataset3,State 1,Maximum Likelihood,0.856,0.879,0.126,0.297,0.775,0.805
QST Dataset3,State 2,Variational Quantum Eigensolver,0.868,0.776,0.06,0.145,0.91,0.825
QST Dataset3,State 3,Quantum Neural Networks,0.787,0.893,0.277,0.146,0.73,0.81
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.839,0.751,0.124,0.091,0.921,0.885
QST Dataset3,State 5,Shadow Tomography,0.821,0.933,0.275,0.151,0.926,0.967
QST Dataset3,State 1,Bayesian Inference,0.822,0.924,0.245,0.296,0.812,0.921
QST Dataset3,State 2,Maximum Likelihood,0.913,0.763,0.206,0.098,0.91,0.943
QST Dataset3,State 3,Variational Quantum Eigensolver,0.932,0.845,0.234,0.051,0.813,0.938
QST Dataset3,State 4,Quantum Neural Networks,0.737,0.785,0.226,0.214,0.886,0.816
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.937,0.781,0.282,0.276,0.746,0.884
QST Dataset3,State 1,Shadow Tomography,0.718,0.84,0.165,0.24,0.854,0.841
QST Dataset3,State 2,Bayesian Inference,0.88,0.836,0.13,0.267,0.75,0.869
QST Dataset3,State 3,Maximum Likelihood,0.709,0.776,0.216,0.291,0.657,0.899
QST Dataset3,State 4,Variational Quantum Eigensolver,0.746,0.748,0.086,0.148,0.758,0.866
QST Dataset3,State 5,Quantum Neural Networks,0.789,0.778,0.177,0.173,0.878,0.929
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.804,0.842,0.292,0.143,0.93,0.758
QST Dataset3,State 2,Shadow Tomography,0.937,0.862,0.229,0.2,0.91,0.766
QST Dataset3,State 3,Bayesian Inference,0.831,0.704,0.236,0.102,0.742,0.774
QST Dataset3,State 4,Maximum Likelihood,0.854,0.931,0.293,0.286,0.843,0.956
QST Dataset3,State 5,Variational Quantum Eigensolver,0.73,0.704,0.221,0.163,0.763,0.851
QST Dataset3,State 1,Quantum Neural Networks,0.815,0.912,0.134,0.079,0.844,0.778
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.856,0.704,0.262,0.127,0.923,0.882
QST Dataset3,State 3,Shadow Tomography,0.935,0.833,0.257,0.181,0.885,0.916
QST Dataset3,State 4,Bayesian Inference,0.888,0.786,0.272,0.147,0.89,0.843
QST Dataset3,State 5,Maximum Likelihood,0.821,0.88,0.221,0.208,0.653,0.827
QST Dataset3,State 1,Variational Quantum Eigensolver,0.935,0.921,0.281,0.178,0.771,0.88
QST Dataset3,State 2,Quantum Neural Networks,0.82,0.896,0.26,0.268,0.806,0.933
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.912,0.815,0.2,0.09,0.799,0.919
QST Dataset3,State 4,Shadow Tomography,0.708,0.84,0.192,0.28,0.799,0.797
QST Dataset3,State 5,Bayesian Inference,0.791,0.867,0.246,0.135,0.76,0.906
QST Dataset3,State 1,Maximum Likelihood,0.9,0.824,0.212,0.15,0.652,0.862
QST Dataset3,State 2,Variational Quantum Eigensolver,0.727,0.91,0.051,0.113,0.762,0.929
QST Dataset3,State 3,Quantum Neural Networks,0.723,0.917,0.252,0.12,0.871,0.897
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.944,0.776,0.158,0.298,0.917,0.911
QST Dataset3,State 5,Shadow Tomography,0.703,0.753,0.273,0.267,0.677,0.756
QST Dataset3,State 1,Bayesian Inference,0.817,0.936,0.059,0.068,0.743,0.893
QST Dataset3,State 2,Maximum Likelihood,0.93,0.827,0.107,0.278,0.665,0.752
QST Dataset3,State 3,Variational Quantum Eigensolver,0.743,0.948,0.073,0.288,0.693,0.878
QST Dataset3,State 4,Quantum Neural Networks,0.718,0.775,0.111,0.09,0.924,0.958
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.8,0.919,0.179,0.149,0.805,0.962
QST Dataset3,State 1,Shadow Tomography,0.712,0.911,0.204,0.146,0.864,0.78
QST Dataset3,State 2,Bayesian Inference,0.838,0.914,0.073,0.129,0.87,0.85
QST Dataset3,State 3,Maximum Likelihood,0.715,0.845,0.091,0.246,0.718,0.95
QST Dataset3,State 4,Variational Quantum Eigensolver,0.904,0.774,0.176,0.213,0.747,0.943
QST Dataset3,State 5,Quantum Neural Networks,0.924,0.887,0.246,0.249,0.697,0.828
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.912,0.719,0.27,0.209,0.773,0.956
QST Dataset3,State 2,Shadow Tomography,0.825,0.917,0.126,0.286,0.822,0.799
QST Dataset3,State 3,Bayesian Inference,0.877,0.908,0.145,0.158,0.837,0.949
QST Dataset3,State 4,Maximum Likelihood,0.94,0.809,0.055,0.129,0.766,0.802
QST Dataset3,State 5,Variational Quantum Eigensolver,0.828,0.751,0.121,0.106,0.836,0.842
QST Dataset3,State 1,Quantum Neural Networks,0.87,0.884,0.239,0.105,0.725,0.85
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.735,0.877,0.28,0.121,0.814,0.77
QST Dataset3,State 3,Shadow Tomography,0.777,0.913,0.27,0.257,0.901,0.762
QST Dataset3,State 4,Bayesian Inference,0.824,0.753,0.102,0.204,0.92,0.816
QST Dataset3,State 5,Maximum Likelihood,0.791,0.857,0.191,0.269,0.739,0.795
QST Dataset3,State 1,Variational Quantum Eigensolver,0.705,0.844,0.136,0.252,0.888,0.824
QST Dataset3,State 2,Quantum Neural Networks,0.781,0.72,0.151,0.163,0.719,0.895
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.729,0.946,0.143,0.173,0.905,0.797
QST Dataset3,State 4,Shadow Tomography,0.849,0.731,0.166,0.224,0.803,0.82
QST Dataset3,State 5,Bayesian Inference,0.769,0.888,0.185,0.075,0.816,0.79
QST Dataset3,State 1,Maximum Likelihood,0.857,0.769,0.133,0.188,0.92,0.882
QST Dataset3,State 2,Variational Quantum Eigensolver,0.885,0.769,0.076,0.292,0.779,0.832
QST Dataset3,State 3,Quantum Neural Networks,0.76,0.71,0.184,0.23,0.792,0.797
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.761,0.832,0.29,0.101,0.806,0.915
QST Dataset3,State 5,Shadow Tomography,0.835,0.854,0.218,0.274,0.714,0.845
QST Dataset3,State 1,Bayesian Inference,0.833,0.822,0.138,0.297,0.659,0.97
QST Dataset3,State 2,Maximum Likelihood,0.805,0.928,0.1,0.249,0.766,0.793
QST Dataset3,State 3,Variational Quantum Eigensolver,0.947,0.817,0.286,0.182,0.79,0.777
QST Dataset3,State 4,Quantum Neural Networks,0.901,0.716,0.215,0.215,0.907,0.791
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.889,0.739,0.115,0.234,0.807,0.846
QST Dataset3,State 1,Shadow Tomography,0.756,0.819,0.26,0.099,0.827,0.847
QST Dataset3,State 2,Bayesian Inference,0.912,0.895,0.068,0.114,0.888,0.937
QST Dataset3,State 3,Maximum Likelihood,0.73,0.711,0.262,0.237,0.902,0.942
QST Dataset3,State 4,Variational Quantum Eigensolver,0.811,0.845,0.179,0.221,0.681,0.837
QST Dataset3,State 5,Quantum Neural Networks,0.763,0.923,0.197,0.127,0.915,0.876
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.724,0.838,0.149,0.219,0.734,0.849
QST Dataset3,State 2,Shadow Tomography,0.702,0.701,0.071,0.174,0.748,0.931
QST Dataset3,State 3,Bayesian Inference,0.943,0.724,0.191,0.12,0.925,0.957
QST Dataset3,State 4,Maximum Likelihood,0.929,0.874,0.136,0.289,0.814,0.828
QST Dataset3,State 5,Variational Quantum Eigensolver,0.774,0.771,0.178,0.292,0.857,0.837
QST Dataset3,State 1,Quantum Neural Networks,0.907,0.94,0.129,0.29,0.871,0.771
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.786,0.87,0.237,0.207,0.856,0.877
QST Dataset3,State 3,Shadow Tomography,0.789,0.817,0.276,0.168,0.798,0.96
QST Dataset3,State 4,Bayesian Inference,0.945,0.856,0.184,0.284,0.804,0.924
QST Dataset3,State 5,Maximum Likelihood,0.917,0.895,0.234,0.084,0.814,0.794
QST Dataset3,State 1,Variational Quantum Eigensolver,0.851,0.894,0.069,0.192,0.787,0.787
QST Dataset3,State 2,Quantum Neural Networks,0.774,0.937,0.145,0.258,0.688,0.943
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.817,0.736,0.084,0.08,0.721,0.761
QST Dataset3,State 4,Shadow Tomography,0.708,0.765,0.164,0.084,0.724,0.794
QST Dataset3,State 5,Bayesian Inference,0.85,0.751,0.168,0.138,0.818,0.823
QST Dataset3,State 1,Maximum Likelihood,0.926,0.807,0.09,0.09,0.87,0.92
QST Dataset3,State 2,Variational Quantum Eigensolver,0.878,0.751,0.285,0.251,0.894,0.897
QST Dataset3,State 3,Quantum Neural Networks,0.949,0.872,0.063,0.187,0.778,0.84
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.835,0.83,0.207,0.131,0.873,0.967
QST Dataset3,State 5,Shadow Tomography,0.792,0.77,0.114,0.212,0.748,0.898
QST Dataset3,State 1,Bayesian Inference,0.814,0.733,0.175,0.261,0.809,0.923
QST Dataset3,State 2,Maximum Likelihood,0.907,0.724,0.071,0.07,0.917,0.778
QST Dataset3,State 3,Variational Quantum Eigensolver,0.862,0.709,0.258,0.094,0.914,0.873
QST Dataset3,State 4,Quantum Neural Networks,0.892,0.901,0.126,0.223,0.918,0.828
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.944,0.867,0.176,0.081,0.694,0.849
QST Dataset3,State 1,Shadow Tomography,0.91,0.728,0.05,0.092,0.768,0.863
QST Dataset3,State 2,Bayesian Inference,0.841,0.858,0.06,0.101,0.863,0.799
QST Dataset3,State 3,Maximum Likelihood,0.84,0.89,0.208,0.139,0.745,0.754
QST Dataset3,State 4,Variational Quantum Eigensolver,0.881,0.843,0.16,0.073,0.859,0.853
QST Dataset3,State 5,Quantum Neural Networks,0.905,0.794,0.158,0.072,0.686,0.768
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.844,0.702,0.136,0.119,0.716,0.94
QST Dataset3,State 2,Shadow Tomography,0.723,0.824,0.103,0.251,0.842,0.756
QST Dataset3,State 3,Bayesian Inference,0.763,0.874,0.239,0.251,0.738,0.945
QST Dataset3,State 4,Maximum Likelihood,0.809,0.934,0.245,0.229,0.922,0.829
QST Dataset3,State 5,Variational Quantum Eigensolver,0.935,0.874,0.125,0.149,0.907,0.89
QST Dataset3,State 1,Quantum Neural Networks,0.812,0.716,0.067,0.196,0.872,0.816
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.831,0.874,0.101,0.247,0.821,0.931
QST Dataset3,State 3,Shadow Tomography,0.85,0.733,0.257,0.064,0.854,0.756
QST Dataset3,State 4,Bayesian Inference,0.726,0.934,0.256,0.108,0.781,0.793
QST Dataset3,State 5,Maximum Likelihood,0.902,0.729,0.169,0.296,0.915,0.891
QST Dataset3,State 1,Variational Quantum Eigensolver,0.821,0.9,0.113,0.068,0.888,0.913
QST Dataset3,State 2,Quantum Neural Networks,0.746,0.819,0.245,0.115,0.907,0.936
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.812,0.942,0.092,0.245,0.827,0.752
QST Dataset3,State 4,Shadow Tomography,0.872,0.738,0.135,0.056,0.793,0.895
QST Dataset3,State 5,Bayesian Inference,0.764,0.892,0.291,0.164,0.811,0.856
QST Dataset3,State 1,Maximum Likelihood,0.831,0.724,0.143,0.288,0.893,0.777
QST Dataset3,State 2,Variational Quantum Eigensolver,0.731,0.794,0.148,0.169,0.881,0.824
QST Dataset3,State 3,Quantum Neural Networks,0.702,0.858,0.286,0.079,0.684,0.83
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.771,0.766,0.278,0.073,0.858,0.894
QST Dataset3,State 5,Shadow Tomography,0.796,0.864,0.085,0.213,0.795,0.956
QST Dataset3,State 1,Bayesian Inference,0.874,0.721,0.232,0.091,0.907,0.821
QST Dataset3,State 2,Maximum Likelihood,0.73,0.798,0.08,0.278,0.77,0.835
QST Dataset3,State 3,Variational Quantum Eigensolver,0.773,0.801,0.22,0.083,0.672,0.896
QST Dataset3,State 4,Quantum Neural Networks,0.894,0.728,0.181,0.232,0.72,0.88
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.875,0.914,0.156,0.227,0.744,0.854
QST Dataset3,State 1,Shadow Tomography,0.929,0.88,0.238,0.176,0.685,0.795
QST Dataset3,State 2,Bayesian Inference,0.877,0.809,0.267,0.06,0.903,0.797
QST Dataset3,State 3,Maximum Likelihood,0.896,0.854,0.121,0.151,0.791,0.751
QST Dataset3,State 4,Variational Quantum Eigensolver,0.79,0.803,0.157,0.215,0.697,0.918
QST Dataset3,State 5,Quantum Neural Networks,0.866,0.776,0.166,0.054,0.836,0.919
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.892,0.769,0.123,0.155,0.835,0.946
QST Dataset3,State 2,Shadow Tomography,0.948,0.722,0.13,0.051,0.727,0.792
QST Dataset3,State 3,Bayesian Inference,0.794,0.776,0.294,0.272,0.809,0.896
QST Dataset3,State 4,Maximum Likelihood,0.764,0.842,0.128,0.239,0.741,0.883
QST Dataset3,State 5,Variational Quantum Eigensolver,0.798,0.86,0.244,0.271,0.848,0.76
QST Dataset3,State 1,Quantum Neural Networks,0.838,0.779,0.257,0.093,0.903,0.921
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.864,0.759,0.124,0.277,0.706,0.81
QST Dataset3,State 3,Shadow Tomography,0.817,0.859,0.204,0.124,0.852,0.917
QST Dataset3,State 4,Bayesian Inference,0.896,0.727,0.05,0.103,0.712,0.964
QST Dataset3,State 5,Maximum Likelihood,0.765,0.757,0.144,0.174,0.864,0.899
QST Dataset3,State 1,Variational Quantum Eigensolver,0.924,0.762,0.113,0.068,0.795,0.791
QST Dataset3,State 2,Quantum Neural Networks,0.871,0.782,0.277,0.269,0.88,0.881
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.875,0.76,0.258,0.203,0.804,0.785
QST Dataset3,State 4,Shadow Tomography,0.722,0.784,0.255,0.24,0.86,0.768
QST Dataset3,State 5,Bayesian Inference,0.911,0.706,0.095,0.051,0.703,0.758
QST Dataset3,State 1,Maximum Likelihood,0.748,0.817,0.211,0.199,0.716,0.81
QST Dataset3,State 2,Variational Quantum Eigensolver,0.819,0.888,0.254,0.157,0.664,0.914
QST Dataset3,State 3,Quantum Neural Networks,0.833,0.933,0.124,0.077,0.894,0.793
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.818,0.71,0.138,0.07,0.749,0.943
QST Dataset3,State 5,Shadow Tomography,0.894,0.905,0.213,0.172,0.837,0.845
QST Dataset3,State 1,Bayesian Inference,0.839,0.847,0.202,0.289,0.794,0.853
QST Dataset3,State 2,Maximum Likelihood,0.718,0.704,0.232,0.28,0.868,0.957
QST Dataset3,State 3,Variational Quantum Eigensolver,0.896,0.788,0.13,0.099,0.911,0.907
QST Dataset3,State 4,Quantum Neural Networks,0.907,0.933,0.198,0.179,0.862,0.864
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.803,0.921,0.254,0.065,0.806,0.905
QST Dataset3,State 1,Shadow Tomography,0.851,0.706,0.233,0.152,0.735,0.825
QST Dataset3,State 2,Bayesian Inference,0.748,0.738,0.284,0.3,0.905,0.833
QST Dataset3,State 3,Maximum Likelihood,0.808,0.873,0.093,0.153,0.681,0.797
QST Dataset3,State 4,Variational Quantum Eigensolver,0.745,0.832,0.063,0.244,0.781,0.912
QST Dataset3,State 5,Quantum Neural Networks,0.764,0.757,0.074,0.104,0.706,0.902
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.896,0.892,0.158,0.233,0.677,0.806
QST Dataset3,State 2,Shadow Tomography,0.928,0.847,0.123,0.256,0.812,0.83
QST Dataset3,State 3,Bayesian Inference,0.734,0.782,0.059,0.208,0.838,0.857
QST Dataset3,State 4,Maximum Likelihood,0.945,0.903,0.094,0.284,0.703,0.81
QST Dataset3,State 5,Variational Quantum Eigensolver,0.801,0.861,0.252,0.182,0.689,0.926
QST Dataset3,State 1,Quantum Neural Networks,0.814,0.834,0.064,0.218,0.853,0.918
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.871,0.809,0.2,0.163,0.75,0.919
QST Dataset3,State 3,Shadow Tomography,0.802,0.87,0.14,0.177,0.825,0.752
