Dataset ID,Quantum State,Method,Expected Fidelity,Observed Fidelity,Expected Error,Observed Error,CI Lower Bound,CI Upper Bound
QST Dataset3,State 4,Bayesian Inference,0.943,0.753,0.279,0.087,0.905,0.771
QST Dataset3,State 5,Maximum Likelihood,0.874,0.911,0.197,0.242,0.737,0.958
QST Dataset3,State 1,Variational Quantum Eigensolver,0.753,0.855,0.274,0.082,0.93,0.882
QST Dataset3,State 2,Quantum Neural Networks,0.946,0.888,0.223,0.098,0.82,0.789
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.916,0.843,0.189,0.075,0.716,0.853
QST Dataset3,State 4,Shadow Tomography,0.884,0.729,0.089,0.201,0.907,0.765
QST Dataset3,State 5,Bayesian Inference,0.922,0.908,0.181,0.252,0.8,0.964
QST Dataset3,State 1,Maximum Likelihood,0.702,0.745,0.187,0.143,0.883,0.963
QST Dataset3,State 2,Variational Quantum Eigensolver,0.735,0.74,0.141,0.05,0.687,0.86
QST Dataset3,State 3,Quantum Neural Networks,0.836,0.727,0.231,0.092,0.732,0.779
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.919,0.702,0.218,0.054,0.928,0.765
QST Dataset3,State 5,Shadow Tomography,0.93,0.864,0.097,0.136,0.924,0.939
QST Dataset3,State 1,Bayesian Inference,0.903,0.797,0.102,0.083,0.87,0.941
QST Dataset3,State 2,Maximum Likelihood,0.833,0.791,0.203,0.122,0.716,0.885
QST Dataset3,State 3,Variational Quantum Eigensolver,0.93,0.844,0.104,0.147,0.671,0.753
QST Dataset3,State 4,Quantum Neural Networks,0.768,0.925,0.119,0.117,0.879,0.961
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.824,0.942,0.257,0.251,0.807,0.951
QST Dataset3,State 1,Shadow Tomography,0.886,0.836,0.248,0.187,0.821,0.836
QST Dataset3,State 2,Bayesian Inference,0.773,0.874,0.052,0.255,0.8,0.763
QST Dataset3,State 3,Maximum Likelihood,0.778,0.759,0.187,0.145,0.693,0.78
QST Dataset3,State 4,Variational Quantum Eigensolver,0.814,0.724,0.283,0.251,0.794,0.88
QST Dataset3,State 5,Quantum Neural Networks,0.802,0.919,0.269,0.076,0.885,0.846
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.902,0.934,0.264,0.079,0.915,0.837
QST Dataset3,State 2,Shadow Tomography,0.747,0.813,0.153,0.141,0.812,0.834
QST Dataset3,State 3,Bayesian Inference,0.707,0.752,0.256,0.256,0.71,0.947
QST Dataset3,State 4,Maximum Likelihood,0.726,0.818,0.192,0.243,0.684,0.938
QST Dataset3,State 5,Variational Quantum Eigensolver,0.814,0.934,0.071,0.219,0.816,0.906
QST Dataset3,State 1,Quantum Neural Networks,0.912,0.723,0.227,0.091,0.806,0.964
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.71,0.785,0.121,0.065,0.689,0.864
QST Dataset3,State 3,Shadow Tomography,0.924,0.801,0.157,0.23,0.897,0.968
QST Dataset3,State 4,Bayesian Inference,0.928,0.769,0.097,0.15,0.752,0.797
QST Dataset3,State 5,Maximum Likelihood,0.764,0.926,0.239,0.13,0.787,0.789
QST Dataset3,State 1,Variational Quantum Eigensolver,0.794,0.916,0.257,0.072,0.866,0.828
QST Dataset3,State 2,Quantum Neural Networks,0.792,0.942,0.264,0.252,0.87,0.791
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.818,0.771,0.125,0.18,0.751,0.969
QST Dataset3,State 4,Shadow Tomography,0.838,0.93,0.129,0.162,0.721,0.908
QST Dataset3,State 5,Bayesian Inference,0.8,0.792,0.267,0.171,0.697,0.842
QST Dataset3,State 1,Maximum Likelihood,0.891,0.938,0.189,0.247,0.713,0.862
QST Dataset3,State 2,Variational Quantum Eigensolver,0.811,0.896,0.229,0.075,0.688,0.844
QST Dataset3,State 3,Quantum Neural Networks,0.904,0.787,0.234,0.261,0.66,0.885
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.911,0.734,0.207,0.224,0.717,0.774
QST Dataset3,State 5,Shadow Tomography,0.798,0.834,0.202,0.256,0.895,0.918
QST Dataset3,State 1,Bayesian Inference,0.881,0.751,0.16,0.07,0.686,0.87
QST Dataset3,State 2,Maximum Likelihood,0.92,0.838,0.195,0.211,0.793,0.854
QST Dataset3,State 3,Variational Quantum Eigensolver,0.934,0.886,0.247,0.235,0.724,0.873
QST Dataset3,State 4,Quantum Neural Networks,0.897,0.864,0.26,0.284,0.886,0.821
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.795,0.793,0.086,0.082,0.758,0.893
QST Dataset3,State 1,Shadow Tomography,0.784,0.78,0.252,0.089,0.733,0.909
QST Dataset3,State 2,Bayesian Inference,0.897,0.868,0.133,0.107,0.925,0.958
QST Dataset3,State 3,Maximum Likelihood,0.733,0.868,0.134,0.147,0.699,0.837
QST Dataset3,State 4,Variational Quantum Eigensolver,0.946,0.824,0.137,0.173,0.7,0.903
QST Dataset3,State 5,Quantum Neural Networks,0.804,0.774,0.14,0.142,0.663,0.929
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.922,0.758,0.187,0.065,0.707,0.893
QST Dataset3,State 2,Shadow Tomography,0.938,0.728,0.247,0.208,0.708,0.778
QST Dataset3,State 3,Bayesian Inference,0.781,0.754,0.297,0.171,0.692,0.86
QST Dataset3,State 4,Maximum Likelihood,0.768,0.911,0.28,0.132,0.815,0.802
QST Dataset3,State 5,Variational Quantum Eigensolver,0.922,0.757,0.168,0.194,0.909,0.844
QST Dataset3,State 1,Quantum Neural Networks,0.76,0.714,0.269,0.141,0.901,0.858
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.734,0.839,0.176,0.263,0.739,0.824
QST Dataset3,State 3,Shadow Tomography,0.898,0.943,0.164,0.148,0.86,0.86
QST Dataset3,State 4,Bayesian Inference,0.734,0.745,0.095,0.21,0.898,0.845
QST Dataset3,State 5,Maximum Likelihood,0.867,0.742,0.214,0.28,0.927,0.886
QST Dataset3,State 1,Variational Quantum Eigensolver,0.719,0.866,0.268,0.295,0.763,0.769
QST Dataset3,State 2,Quantum Neural Networks,0.83,0.703,0.219,0.19,0.755,0.886
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.81,0.928,0.279,0.164,0.751,0.813
QST Dataset3,State 4,Shadow Tomography,0.854,0.717,0.13,0.249,0.707,0.869
QST Dataset3,State 5,Bayesian Inference,0.923,0.776,0.144,0.103,0.688,0.849
QST Dataset3,State 1,Maximum Likelihood,0.804,0.881,0.08,0.259,0.654,0.849
QST Dataset3,State 2,Variational Quantum Eigensolver,0.847,0.935,0.096,0.118,0.915,0.956
QST Dataset3,State 3,Quantum Neural Networks,0.901,0.79,0.104,0.119,0.707,0.875
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.746,0.758,0.233,0.11,0.84,0.846
QST Dataset3,State 5,Shadow Tomography,0.705,0.774,0.23,0.218,0.697,0.901
QST Dataset3,State 1,Bayesian Inference,0.746,0.827,0.233,0.262,0.667,0.783
QST Dataset3,State 2,Maximum Likelihood,0.935,0.719,0.228,0.093,0.752,0.865
QST Dataset3,State 3,Variational Quantum Eigensolver,0.832,0.944,0.21,0.102,0.72,0.806
QST Dataset3,State 4,Quantum Neural Networks,0.745,0.701,0.085,0.234,0.924,0.776
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.782,0.901,0.288,0.112,0.668,0.881
QST Dataset3,State 1,Shadow Tomography,0.818,0.701,0.232,0.278,0.798,0.834
QST Dataset3,State 2,Bayesian Inference,0.758,0.728,0.081,0.271,0.8,0.754
QST Dataset3,State 3,Maximum Likelihood,0.88,0.818,0.167,0.228,0.769,0.866
QST Dataset3,State 4,Variational Quantum Eigensolver,0.778,0.86,0.229,0.278,0.682,0.885
QST Dataset3,State 5,Quantum Neural Networks,0.704,0.775,0.255,0.298,0.91,0.896
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.763,0.751,0.246,0.106,0.722,0.817
QST Dataset3,State 2,Shadow Tomography,0.881,0.946,0.13,0.274,0.66,0.926
QST Dataset3,State 3,Bayesian Inference,0.932,0.807,0.171,0.256,0.928,0.861
QST Dataset3,State 4,Maximum Likelihood,0.732,0.916,0.073,0.121,0.665,0.867
QST Dataset3,State 5,Variational Quantum Eigensolver,0.921,0.709,0.236,0.269,0.903,0.8
QST Dataset3,State 1,Quantum Neural Networks,0.819,0.876,0.078,0.211,0.865,0.887
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.932,0.856,0.26,0.263,0.68,0.926
QST Dataset3,State 3,Shadow Tomography,0.761,0.946,0.177,0.283,0.698,0.943
QST Dataset3,State 4,Bayesian Inference,0.767,0.764,0.267,0.051,0.868,0.906
QST Dataset3,State 5,Maximum Likelihood,0.822,0.802,0.178,0.063,0.839,0.834
QST Dataset3,State 1,Variational Quantum Eigensolver,0.926,0.727,0.282,0.125,0.75,0.865
QST Dataset3,State 2,Quantum Neural Networks,0.81,0.84,0.121,0.207,0.887,0.78
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.904,0.93,0.198,0.215,0.765,0.831
QST Dataset3,State 4,Shadow Tomography,0.733,0.916,0.176,0.1,0.895,0.816
QST Dataset3,State 5,Bayesian Inference,0.771,0.707,0.084,0.214,0.805,0.794
QST Dataset3,State 1,Maximum Likelihood,0.945,0.8,0.261,0.257,0.708,0.867
QST Dataset3,State 2,Variational Quantum Eigensolver,0.799,0.728,0.206,0.228,0.905,0.917
QST Dataset3,State 3,Quantum Neural Networks,0.912,0.826,0.295,0.095,0.86,0.934
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.864,0.701,0.107,0.16,0.865,0.75
QST Dataset3,State 5,Shadow Tomography,0.808,0.762,0.188,0.247,0.754,0.911
QST Dataset3,State 1,Bayesian Inference,0.795,0.731,0.065,0.234,0.769,0.829
QST Dataset3,State 2,Maximum Likelihood,0.898,0.917,0.155,0.154,0.719,0.897
QST Dataset3,State 3,Variational Quantum Eigensolver,0.947,0.917,0.088,0.124,0.68,0.938
QST Dataset3,State 4,Quantum Neural Networks,0.899,0.804,0.125,0.129,0.661,0.76
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.864,0.743,0.24,0.223,0.818,0.821
QST Dataset3,State 1,Shadow Tomography,0.89,0.768,0.28,0.134,0.763,0.81
QST Dataset3,State 2,Bayesian Inference,0.938,0.859,0.174,0.261,0.732,0.817
QST Dataset3,State 3,Maximum Likelihood,0.889,0.75,0.096,0.174,0.767,0.919
QST Dataset3,State 4,Variational Quantum Eigensolver,0.834,0.915,0.123,0.284,0.748,0.965
QST Dataset3,State 5,Quantum Neural Networks,0.907,0.841,0.052,0.183,0.692,0.816
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.891,0.89,0.286,0.079,0.913,0.839
QST Dataset3,State 2,Shadow Tomography,0.899,0.842,0.107,0.067,0.784,0.807
QST Dataset3,State 3,Bayesian Inference,0.757,0.787,0.099,0.083,0.824,0.838
QST Dataset3,State 4,Maximum Likelihood,0.849,0.876,0.224,0.168,0.787,0.912
QST Dataset3,State 5,Variational Quantum Eigensolver,0.728,0.872,0.147,0.291,0.663,0.864
QST Dataset3,State 1,Quantum Neural Networks,0.872,0.816,0.286,0.169,0.821,0.759
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.93,0.758,0.288,0.071,0.897,0.81
QST Dataset3,State 3,Shadow Tomography,0.742,0.909,0.256,0.247,0.781,0.768
QST Dataset3,State 4,Bayesian Inference,0.736,0.742,0.101,0.231,0.672,0.886
QST Dataset3,State 5,Maximum Likelihood,0.892,0.923,0.234,0.196,0.888,0.831
QST Dataset3,State 1,Variational Quantum Eigensolver,0.777,0.711,0.252,0.202,0.81,0.963
QST Dataset3,State 2,Quantum Neural Networks,0.89,0.908,0.26,0.084,0.679,0.752
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.719,0.859,0.195,0.233,0.847,0.888
QST Dataset3,State 4,Shadow Tomography,0.729,0.848,0.185,0.183,0.781,0.858
QST Dataset3,State 5,Bayesian Inference,0.704,0.835,0.087,0.088,0.811,0.881
QST Dataset3,State 1,Maximum Likelihood,0.944,0.847,0.056,0.215,0.704,0.924
QST Dataset3,State 2,Variational Quantum Eigensolver,0.782,0.836,0.166,0.11,0.922,0.882
QST Dataset3,State 3,Quantum Neural Networks,0.81,0.859,0.255,0.056,0.695,0.851
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.748,0.759,0.166,0.24,0.734,0.874
QST Dataset3,State 5,Shadow Tomography,0.809,0.885,0.279,0.052,0.808,0.892
QST Dataset3,State 1,Bayesian Inference,0.811,0.934,0.155,0.075,0.706,0.769
QST Dataset3,State 2,Maximum Likelihood,0.757,0.872,0.231,0.057,0.659,0.892
QST Dataset3,State 3,Variational Quantum Eigensolver,0.791,0.877,0.12,0.228,0.706,0.839
QST Dataset3,State 4,Quantum Neural Networks,0.931,0.831,0.15,0.132,0.692,0.918
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.947,0.767,0.243,0.111,0.678,0.905
QST Dataset3,State 1,Shadow Tomography,0.789,0.867,0.229,0.082,0.747,0.902
QST Dataset3,State 2,Bayesian Inference,0.814,0.934,0.089,0.29,0.686,0.964
QST Dataset3,State 3,Maximum Likelihood,0.944,0.836,0.135,0.094,0.873,0.769
QST Dataset3,State 4,Variational Quantum Eigensolver,0.898,0.874,0.269,0.15,0.853,0.823
QST Dataset3,State 5,Quantum Neural Networks,0.769,0.915,0.152,0.099,0.812,0.902
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.867,0.76,0.201,0.065,0.871,0.774
QST Dataset3,State 2,Shadow Tomography,0.784,0.924,0.243,0.217,0.851,0.926
QST Dataset3,State 3,Bayesian Inference,0.905,0.936,0.066,0.288,0.752,0.754
QST Dataset3,State 4,Maximum Likelihood,0.778,0.866,0.077,0.204,0.912,0.955
QST Dataset3,State 5,Variational Quantum Eigensolver,0.793,0.785,0.274,0.154,0.79,0.788
QST Dataset3,State 1,Quantum Neural Networks,0.837,0.947,0.147,0.165,0.801,0.801
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.828,0.846,0.072,0.178,0.857,0.764
QST Dataset3,State 3,Shadow Tomography,0.771,0.925,0.05,0.254,0.844,0.761
QST Dataset3,State 4,Bayesian Inference,0.906,0.711,0.072,0.061,0.876,0.816
QST Dataset3,State 5,Maximum Likelihood,0.791,0.851,0.215,0.207,0.909,0.918
QST Dataset3,State 1,Variational Quantum Eigensolver,0.812,0.825,0.052,0.07,0.734,0.847
QST Dataset3,State 2,Quantum Neural Networks,0.891,0.826,0.079,0.26,0.769,0.833
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.827,0.89,0.172,0.145,0.923,0.783
QST Dataset3,State 4,Shadow Tomography,0.861,0.774,0.262,0.174,0.912,0.967
QST Dataset3,State 5,Bayesian Inference,0.899,0.91,0.244,0.272,0.874,0.931
QST Dataset3,State 1,Maximum Likelihood,0.84,0.855,0.131,0.257,0.774,0.877
QST Dataset3,State 2,Variational Quantum Eigensolver,0.715,0.938,0.072,0.258,0.87,0.765
QST Dataset3,State 3,Quantum Neural Networks,0.865,0.835,0.104,0.262,0.827,0.91
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.935,0.726,0.142,0.225,0.891,0.779
QST Dataset3,State 5,Shadow Tomography,0.879,0.788,0.292,0.187,0.82,0.969
QST Dataset3,State 1,Bayesian Inference,0.872,0.709,0.175,0.299,0.69,0.75
QST Dataset3,State 2,Maximum Likelihood,0.834,0.929,0.059,0.09,0.762,0.796
QST Dataset3,State 3,Variational Quantum Eigensolver,0.761,0.893,0.259,0.272,0.678,0.755
QST Dataset3,State 4,Quantum Neural Networks,0.908,0.801,0.204,0.108,0.774,0.85
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.748,0.92,0.188,0.209,0.737,0.853
QST Dataset3,State 1,Shadow Tomography,0.826,0.928,0.191,0.251,0.925,0.931
QST Dataset3,State 2,Bayesian Inference,0.912,0.733,0.217,0.292,0.753,0.797
QST Dataset3,State 3,Maximum Likelihood,0.887,0.712,0.106,0.173,0.912,0.941
QST Dataset3,State 4,Variational Quantum Eigensolver,0.93,0.799,0.15,0.151,0.749,0.795
QST Dataset3,State 5,Quantum Neural Networks,0.917,0.772,0.072,0.061,0.835,0.78
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.79,0.854,0.174,0.149,0.664,0.968
QST Dataset3,State 2,Shadow Tomography,0.869,0.845,0.122,0.289,0.896,0.779
QST Dataset3,State 3,Bayesian Inference,0.776,0.718,0.116,0.088,0.799,0.931
QST Dataset3,State 4,Maximum Likelihood,0.908,0.926,0.103,0.124,0.859,0.852
QST Dataset3,State 5,Variational Quantum Eigensolver,0.918,0.832,0.12,0.082,0.857,0.872
QST Dataset3,State 1,Quantum Neural Networks,0.928,0.806,0.286,0.15,0.792,0.839
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.944,0.872,0.191,0.134,0.835,0.83
QST Dataset3,State 3,Shadow Tomography,0.938,0.714,0.146,0.151,0.795,0.868
QST Dataset3,State 4,Bayesian Inference,0.935,0.811,0.255,0.285,0.863,0.957
QST Dataset3,State 5,Maximum Likelihood,0.876,0.903,0.061,0.245,0.74,0.819
QST Dataset3,State 1,Variational Quantum Eigensolver,0.715,0.836,0.086,0.182,0.713,0.784
QST Dataset3,State 2,Quantum Neural Networks,0.823,0.947,0.272,0.243,0.857,0.964
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.71,0.767,0.247,0.14,0.911,0.787
QST Dataset3,State 4,Shadow Tomography,0.755,0.919,0.268,0.298,0.842,0.908
QST Dataset3,State 5,Bayesian Inference,0.852,0.871,0.242,0.094,0.74,0.873
QST Dataset3,State 1,Maximum Likelihood,0.913,0.808,0.101,0.276,0.866,0.841
QST Dataset3,State 2,Variational Quantum Eigensolver,0.787,0.762,0.064,0.291,0.76,0.805
QST Dataset3,State 3,Quantum Neural Networks,0.875,0.825,0.143,0.293,0.767,0.87
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.79,0.791,0.162,0.292,0.834,0.79
QST Dataset3,State 5,Shadow Tomography,0.82,0.701,0.157,0.122,0.827,0.81
QST Dataset3,State 1,Bayesian Inference,0.772,0.917,0.253,0.259,0.661,0.92
QST Dataset3,State 2,Maximum Likelihood,0.71,0.935,0.195,0.202,0.78,0.848
QST Dataset3,State 3,Variational Quantum Eigensolver,0.935,0.859,0.139,0.134,0.712,0.856
QST Dataset3,State 4,Quantum Neural Networks,0.824,0.82,0.107,0.162,0.87,0.927
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.816,0.71,0.102,0.274,0.83,0.834
QST Dataset3,State 1,Shadow Tomography,0.891,0.826,0.13,0.106,0.875,0.908
QST Dataset3,State 2,Bayesian Inference,0.749,0.83,0.294,0.134,0.772,0.915
QST Dataset3,State 3,Maximum Likelihood,0.864,0.762,0.154,0.282,0.691,0.963
QST Dataset3,State 4,Variational Quantum Eigensolver,0.704,0.856,0.145,0.106,0.785,0.961
QST Dataset3,State 5,Quantum Neural Networks,0.742,0.813,0.157,0.214,0.706,0.925
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.92,0.808,0.116,0.084,0.855,0.875
QST Dataset3,State 2,Shadow Tomography,0.816,0.908,0.26,0.201,0.765,0.91
QST Dataset3,State 3,Bayesian Inference,0.78,0.948,0.144,0.173,0.7,0.904
QST Dataset3,State 4,Maximum Likelihood,0.766,0.713,0.093,0.203,0.817,0.915
QST Dataset3,State 5,Variational Quantum Eigensolver,0.781,0.864,0.169,0.198,0.723,0.88
QST Dataset3,State 1,Quantum Neural Networks,0.868,0.856,0.057,0.143,0.833,0.774
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.786,0.866,0.09,0.168,0.843,0.94
QST Dataset3,State 3,Shadow Tomography,0.87,0.907,0.234,0.099,0.897,0.839
QST Dataset3,State 4,Bayesian Inference,0.767,0.898,0.211,0.273,0.768,0.795
QST Dataset3,State 5,Maximum Likelihood,0.899,0.744,0.14,0.064,0.847,0.847
QST Dataset3,State 1,Variational Quantum Eigensolver,0.888,0.858,0.254,0.103,0.791,0.932
QST Dataset3,State 2,Quantum Neural Networks,0.721,0.897,0.264,0.109,0.658,0.964
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.741,0.942,0.243,0.173,0.766,0.905
QST Dataset3,State 4,Shadow Tomography,0.715,0.827,0.242,0.086,0.751,0.909
QST Dataset3,State 5,Bayesian Inference,0.8,0.792,0.231,0.27,0.712,0.761
QST Dataset3,State 1,Maximum Likelihood,0.701,0.784,0.172,0.106,0.725,0.778
QST Dataset3,State 2,Variational Quantum Eigensolver,0.943,0.873,0.238,0.291,0.741,0.841
QST Dataset3,State 3,Quantum Neural Networks,0.803,0.821,0.057,0.259,0.917,0.894
QST Dataset3,State 4,Reinforcement Learning Quantum Algorithms,0.808,0.876,0.052,0.175,0.9,0.883
QST Dataset3,State 5,Shadow Tomography,0.841,0.764,0.105,0.052,0.824,0.877
QST Dataset3,State 1,Bayesian Inference,0.724,0.79,0.115,0.267,0.78,0.866
QST Dataset3,State 2,Maximum Likelihood,0.889,0.719,0.296,0.28,0.706,0.951
QST Dataset3,State 3,Variational Quantum Eigensolver,0.815,0.729,0.209,0.065,0.785,0.831
QST Dataset3,State 4,Quantum Neural Networks,0.816,0.79,0.211,0.148,0.716,0.964
QST Dataset3,State 5,Reinforcement Learning Quantum Algorithms,0.79,0.932,0.062,0.051,0.721,0.802
QST Dataset3,State 1,Shadow Tomography,0.704,0.733,0.19,0.05,0.758,0.837
QST Dataset3,State 2,Bayesian Inference,0.764,0.764,0.231,0.108,0.915,0.945
QST Dataset3,State 3,Maximum Likelihood,0.863,0.875,0.256,0.146,0.8,0.908
QST Dataset3,State 4,Variational Quantum Eigensolver,0.906,0.749,0.065,0.233,0.694,0.752
QST Dataset3,State 5,Quantum Neural Networks,0.871,0.705,0.069,0.184,0.717,0.786
QST Dataset3,State 1,Reinforcement Learning Quantum Algorithms,0.715,0.842,0.09,0.249,0.853,0.861
QST Dataset3,State 2,Shadow Tomography,0.881,0.758,0.138,0.197,0.868,0.966
QST Dataset3,State 3,Bayesian Inference,0.881,0.783,0.197,0.277,0.698,0.81
QST Dataset3,State 4,Maximum Likelihood,0.811,0.934,0.234,0.224,0.84,0.937
QST Dataset3,State 5,Variational Quantum Eigensolver,0.877,0.753,0.29,0.293,0.678,0.759
QST Dataset3,State 1,Quantum Neural Networks,0.708,0.777,0.275,0.216,0.664,0.837
QST Dataset3,State 2,Reinforcement Learning Quantum Algorithms,0.76,0.921,0.235,0.102,0.888,0.867
QST Dataset3,State 3,Shadow Tomography,0.737,0.845,0.065,0.259,0.9,0.945
QST Dataset3,State 4,Bayesian Inference,0.913,0.851,0.292,0.272,0.793,0.775
QST Dataset3,State 5,Maximum Likelihood,0.867,0.888,0.129,0.177,0.855,0.767
QST Dataset3,State 1,Variational Quantum Eigensolver,0.881,0.846,0.235,0.128,0.735,0.827
QST Dataset3,State 2,Quantum Neural Networks,0.705,0.725,0.09,0.294,0.888,0.808
QST Dataset3,State 3,Reinforcement Learning Quantum Algorithms,0.702,0.811,0.138,0.074,0.843,0.751
QST Dataset3,State 4,Shadow Tomography,0.876,0.933,0.174,0.186,0.763,0.952
QST Dataset3,State 5,Bayesian Inference,0.865,0.844,0.131,0.24,0.912,0.905
QST Dataset3,State 1,Maximum Likelihood,0.798,0.758,0.16,0.129,0.748,0.902
QST Dataset3,State 2,Variational Quantum Eigensolver,0.932,0.937,0.139,0.182,0.91,0.76
QST Dataset3,State 3,Quantum Neural Networks,0.722,0.84,0.299,0.168,0.722,0.803
